"Age","Urban","Tenure","Educ","Expenditure","Marital","Income"
23,1,4,15,2192.5834,5,45000
36,1,1,16,10353.6999,1,233500
70,1,1,13,1921.9167,3,54008
82,1,2,15,2838.3333,1,75500
26,1,1,16,2387.9167,5,38100
57,1,1,16,6773.4594,1,247300
50,1,1,13,10012.8,1,202000
43,1,1,16,10195.4594,1,377776
33,1,4,12,4864.7927,1,110000
34,1,1,12,4580.3333,1,120000
44,1,1,10,3447.1,1,28800
36,1,4,13,3536,4,47000
52,1,1,13,4661.1166,1,93000
68,1,4,12,3215,1,53608
66,1,1,16,6152.25,1,141044
35,1,4,13,4803.2427,1,4400
59,1,4,12,3060.75,1,32300
70,1,4,12,1425.4167,1,29208
71,1,2,15,4844.3333,1,182421
49,1,4,10,5316.9167,1,30016
47,1,1,16,3975.75,3,83408
30,1,4,15,4743.1667,1,35000
51,1,1,13,3824.1667,1,110000
37,1,1,15,3011.5,1,122000
26,1,4,16,5866.6667,1,26000
70,1,1,12,1747.9167,1,44080
54,1,1,15,5095.4667,3,0
34,1,1,16,3743.6666,1,46800
23,1,4,15,3009.5833,5,97510
79,1,4,10,2977.3333,1,15350
57,1,2,15,1629.6667,5,41256
40,1,4,11,3071.25,1,17560
66,1,2,14,8541.3333,1,39216
39,1,4,12,2930.3,1,34000
42,1,4,13,2232.6666,1,43500
73,2,2,12,3554.3333,2,3216
57,1,1,16,12670.6333,1,0
36,1,1,15,3386.8333,1,130000
32,1,4,12,1691.8333,5,34000
75,1,2,15,1192.3333,2,1608
39,1,4,11,1164.5833,4,33404
51,1,4,11,2871.8333,3,27900
57,2,1,12,7518.25,1,81000
30,1,5,12,907,5,6384
46,1,1,13,6409.0833,1,134200
46,1,4,11,2640.1666,1,0
60,1,2,14,4412.9167,1,64200
32,1,1,16,5564.876,1,185900
44,1,1,12,2073.4,3,30700
41,1,1,12,3212.5834,1,65000
71,1,2,15,5043,1,124949
71,1,4,11,3621.6667,1,7248
32,1,1,12,2317.5,1,52000
49,1,1,16,3075.1667,1,100005
40,1,2,11,20929.25,1,30000
79,1,4,14,2536.6667,1,49816
26,1,4,15,4028.5833,5,70000
44,1,4,16,11442,1,166000
51,1,1,15,21257.75,1,80000
51,1,1,14,9664.2094,1,150000
31,1,1,15,4278.6667,1,120000
63,1,2,15,1372.0834,5,5542
72,2,2,14,2840.0833,5,45865
57,1,1,14,14144.0427,1,314152
37,1,1,16,14431.0935,1,260001
28,1,4,16,2825.25,1,45000
74,2,2,14,4094.3333,1,38166
69,1,1,12,2727.5,3,67456
24,1,4,13,3463.25,5,46000
65,1,4,13,2744.6167,3,1608
61,1,2,15,7019.3333,1,169720
88,1,2,16,18145.0779,1,48760
55,1,1,15,6264.75,1,180100
60,1,1,16,10475.3761,1,419076
46,1,1,16,3430.0166,1,110000
35,2,4,12,625.4167,4,14164
51,1,1,12,5282.4187,1,270000
80,1,4,14,722.6667,2,11268
60,1,2,15,1160.9167,4,14000
30,1,4,16,5584.8333,1,104000
42,1,4,13,3053.9167,5,45000
72,1,2,15,1970.7334,3,0
37,1,4,15,2827.2501,5,41580
39,1,4,13,3200.1667,1,0
70,1,2,16,2538.3333,1,0
34,1,1,13,2250.6667,1,19560
82,1,2,11,2570.4167,3,31500
29,1,4,14,6291.9167,1,85000
26,1,4,11,948.8334,5,17940
49,1,1,14,3655.9167,5,55199
53,1,2,15,13270.3761,1,316002
88,1,1,14,5769.6667,1,80656
27,1,1,13,12126,5,18400
88,1,2,11,2502.6667,2,64056
34,1,1,15,4360.0833,3,198000
34,1,4,10,10615,1,32000
53,1,1,13,5016.1666,3,82000
28,1,4,12,2522.8333,1,72000
31,1,4,14,2506.65,5,32000
56,1,2,16,4132,1,107550
36,1,4,14,3389.7334,1,42500
47,1,1,12,6741.2833,1,124200
70,1,1,12,1409,2,19428
40,1,2,12,4681.9094,1,193000
33,1,1,16,6478.3333,1,135000
41,1,4,11,4527.8333,1,2920
51,1,1,11,4456.6427,1,55000
75,1,2,14,9408.15,1,130028
70,1,2,14,9367.6667,1,109614
30,2,2,13,4510.8999,1,75144
56,1,1,12,3456.0833,1,66000
79,1,1,11,4763.5,2,23321
68,1,1,13,2708.6667,1,3216
75,1,2,10,2490.3333,1,36108
54,1,4,12,1925.5833,5,19758
44,1,1,13,8014.3333,1,288671
60,1,2,15,3705.9166,1,74480
81,1,4,12,7407,2,61809
88,1,4,12,3458,1,28680
23,1,4,12,2212.8,5,42076
66,2,1,13,1488.4167,4,25052
65,1,2,11,1198.6667,3,21528
60,1,2,15,2269.3833,1,93700
30,1,1,14,3300.0834,1,74000
31,1,4,13,3199.8333,5,60000
57,1,4,11,1518.3333,3,13140
75,1,4,13,6226.1667,3,108300
31,1,5,13,1957,5,20000
39,1,4,15,6539.7334,4,1e+05
57,1,2,12,3063.0667,3,12997
57,1,2,14,9877.1834,3,122364
68,1,2,12,7445.9167,1,34906
56,1,1,15,5729.8333,1,176410
74,1,2,15,5298.3833,1,241778
74,1,1,13,4423.6667,1,32616
58,1,2,12,7614.3333,3,33600
48,1,4,14,5333.5,5,115000
64,1,1,15,3962.8333,1,96020
20,1,4,13,143.6667,5,4750
52,1,4,10,1429.1666,1,27200
29,1,1,16,5491.1667,1,174000
50,1,1,15,5744.6667,1,289000
26,1,4,13,1580.4667,5,12000
30,2,2,14,3112.6167,5,32000
27,1,4,13,3153.0833,5,42012
72,1,1,15,3063,1,0
71,1,2,15,5229,1,61914
35,1,4,11,4395.7833,1,0
50,1,4,12,1806.6667,5,40000
31,2,1,12,4566.65,1,106000
44,1,4,13,6217.85,3,80141
75,1,4,11,2355.2833,2,0
27,1,4,12,1387.1667,5,35000
38,1,4,13,3857.1667,3,80340
51,1,2,12,5245.6667,5,0
66,1,2,14,4516.8833,1,67628
38,1,1,14,2352.75,3,51708
70,2,2,13,2499,1,60216
47,1,1,15,8342.75,1,165000
62,1,4,13,2731.4167,5,57630
37,1,1,16,8589,1,305000
76,1,2,16,2208.6667,2,19053
69,1,4,12,2691,1,38808
30,1,4,16,5214.7833,1,87000
34,2,1,12,4938.9167,5,125000
69,1,2,12,3076.6667,1,29216
22,1,4,15,1240.25,5,200
35,1,4,15,8494.5833,1,173000
49,1,1,13,3521.8333,3,92000
35,1,1,15,3524.8333,3,56666
27,1,1,13,2424.75,3,50000
31,1,4,16,2669.5167,5,75200
42,2,4,11,2706.1666,3,34000
59,1,2,13,3219.876,1,103500
50,1,4,15,12150.2223,3,155000
75,1,2,13,2808.6667,1,22596
43,1,4,15,7891.2094,3,120000
44,1,1,16,2602.55,1,57000
62,2,1,12,4220.9166,3,56796
56,1,2,15,3811.2927,1,100001
54,1,2,15,4820.8833,5,144664
79,1,4,12,636,2,12348
65,1,2,14,6336.5833,3,145552
23,1,4,15,3080.4666,5,20020
26,1,4,11,2516.1666,1,70800
59,1,1,14,2137.5833,5,77000
80,1,1,16,1168.8333,2,26808
58,1,2,16,3514.75,1,26000
55,1,1,15,18058.1761,1,164000
41,1,1,13,3884.2667,5,150000
61,1,4,12,1940.3333,1,14152
73,2,2,13,2373.3333,3,0
28,1,1,12,10465,1,0
34,1,1,13,2988.2333,1,0
75,1,1,12,3266.3333,2,22558
88,1,1,15,3595.2833,3,94548
36,1,4,13,3082.3167,1,77000
24,1,1,13,5822.0834,1,98000
57,1,1,12,1933.8333,1,21360
88,1,2,15,982.6667,1,14808
61,1,2,16,6594.7,1,7000
67,1,1,15,4378.5334,1,26580
45,1,2,11,3835.2167,5,42868
60,1,2,11,908.6667,3,970
48,2,4,15,670.9,5,24000
80,1,4,10,803.6667,2,12408
26,1,4,12,2646.6667,1,24000
33,1,4,12,2111.75,5,5500
53,1,1,14,11137.2094,1,170600
52,1,1,13,6754.3333,1,91609
53,1,1,16,8739.9166,1,142800
57,1,1,15,8683.8333,1,77501
65,1,1,16,5319.5833,1,135140
46,1,2,12,809.3333,5,21744
46,1,2,15,3365.4167,1,74000
42,2,4,12,1780.25,4,5000
70,1,2,14,2709,3,76208
29,1,4,14,2928.0834,3,28225
42,1,1,15,7221.9167,1,165000
52,2,2,16,4229,1,147000
69,1,1,14,12269.2166,1,21156
71,1,2,15,11523.6667,2,122062
31,1,1,15,9818.6666,1,200050
25,1,4,15,4252.0833,5,34000
68,1,1,13,2913.75,3,72496
49,1,4,10,704.3333,5,4680
69,1,2,12,3541,1,119692
54,1,1,15,5192.1166,1,110000
33,1,1,14,1595.6667,5,40500
75,1,2,14,2481.5,2,39813
24,1,1,12,3134.8333,5,64056
56,1,1,15,6948.9167,3,106508
43,1,4,16,3729.8,5,130000
19,1,6,13,1410.3333,5,4000
30,1,4,15,4653.5,5,20000
57,1,1,15,5611.8334,1,128488
61,1,1,13,2401.8167,1,14000
26,1,1,12,1160.1667,4,12000
68,1,2,12,5517.35,1,2000
56,1,2,12,1329.0834,2,25000
67,1,2,13,5431.9167,2,109408
30,1,4,13,4916.1666,1,34000
65,1,1,14,1467.4166,1,36264
56,1,4,16,4966.4167,5,42000
37,1,4,10,3480.3333,5,70000
70,2,1,12,3193.9834,5,23964
52,1,1,15,10854.85,1,166212
52,1,1,16,9108.6,3,150000
80,1,2,13,2175.3333,1,8904
59,1,4,10,1110.3333,5,3200
69,1,2,15,1495.3333,5,1200
44,1,4,12,1457.5833,5,30000
77,1,1,15,4680.6667,5,37688
69,1,1,12,1459.6667,2,5510
53,1,1,16,13893.0427,1,85700
42,1,4,16,3367.75,3,57000
56,1,1,16,4633.876,1,150000
32,1,1,15,3386.3334,3,55157
43,1,4,13,6579.5,3,63000
60,1,2,12,2578.35,5,0
31,1,4,12,8973.9167,1,37000
41,1,4,16,2877.5833,3,70000
52,1,2,15,7816.4167,1,143325
32,1,1,15,4376,1,150000
24,1,4,15,4033.45,1,48000
60,1,1,15,11803.6667,1,120
42,1,1,12,5574.6833,1,34000
53,1,4,13,2639.8334,5,44000
39,1,1,14,10895.4166,1,151000
75,1,1,16,8979.3333,1,97808
45,2,5,12,9767.5167,1,71300
83,1,2,12,4683.5,2,64228
43,1,1,15,5046.25,4,50000
43,1,1,14,5089.9167,1,173000
59,1,2,14,2049.75,3,42041
49,1,1,15,10380.9,1,0
48,1,1,15,6073.25,1,103428
42,1,1,16,16673.0427,1,481142
62,1,1,13,3807.8166,5,30000
48,1,1,14,6291.75,3,80795
40,1,4,11,1791.6667,5,35400
63,1,2,15,2472.6667,1,82208
58,2,5,12,0,5,0
76,1,2,12,1129,3,17804
54,1,1,15,6130.0167,3,0
54,1,2,13,2121.6667,3,37608
56,1,1,13,4882.1333,1,0
61,1,2,15,4448.9761,1,0
41,1,1,15,9682.1667,5,167200
81,1,4,13,27977.7833,1,75069
62,1,4,11,1254.3333,1,28056
43,1,1,13,4447.2927,1,110000
46,1,4,13,2829.4167,3,25000
58,1,1,15,6039.0094,1,150000
48,1,2,15,6677,1,156700
63,1,1,15,15179.9539,1,12000
23,1,4,12,2107,1,40000
32,1,4,12,4022.25,5,52224
29,1,4,13,3875.8333,5,60000
40,1,4,15,25749.5427,3,303776
74,1,2,12,2290,2,13032
49,1,1,13,3310.4167,5,0
60,1,2,13,6713.5834,1,102000
29,1,4,15,3661.0834,5,6900
26,1,4,12,5504.8834,1,43000
24,1,1,14,2649.5833,1,48000
34,1,4,15,2404.4,5,103056
88,1,4,12,5167.6667,2,58912
63,1,1,15,4779.9167,1,83400
79,1,2,16,6548.3333,1,89050
88,1,4,11,6950,2,22655
56,1,2,11,880.2,3,24416
28,1,1,15,12538.0834,5,241700
63,1,2,11,1649.8833,1,61416
82,1,2,11,2913.3333,2,0
45,1,4,15,4776.7166,1,21000
67,1,4,13,4604.5333,5,13508
40,1,4,11,6454.2094,4,2e+05
76,1,1,13,1299.3333,2,20842
45,1,5,15,3353.25,1,180000
46,2,4,15,2249.1334,3,34000
55,1,1,13,16898.25,1,166645
26,1,4,15,4366.3333,1,40000
26,1,1,12,1787.4167,5,57768
56,1,4,13,2845.4166,3,46000
55,1,1,16,4504.3334,1,143000
74,1,1,13,3197.6667,1,42748
40,1,1,16,7573.6667,1,199132
59,1,2,16,5616.2094,1,0
29,1,4,12,2853.3333,3,9350
88,1,5,12,986,2,15768
33,1,1,16,5762.6667,1,167000
58,1,4,15,4652.9167,4,72000
65,2,1,13,3639.1666,1,0
68,1,2,15,1210.5,3,3400
55,1,1,13,7440.4666,4,0
36,1,4,12,2849.3334,1,55000
68,1,4,13,4821.9094,1,65352
61,1,4,13,3095.3333,2,21600
80,1,4,12,1554,5,30612
38,1,4,12,1863.8333,3,0
72,1,2,16,3228.6667,1,49013
60,1,4,13,3562.6667,1,26008
62,1,1,15,10623.4167,1,145000
60,2,2,15,1406.1667,3,36000
73,2,4,16,2950.0834,3,53008
52,1,1,15,2881.5,5,92000
71,2,2,12,2419.8333,1,29194
34,1,4,12,1553.8333,5,12000
36,1,2,12,6987.5834,1,235000
45,1,4,12,2745.4167,5,65000
38,1,4,12,7769.7594,1,139360
23,1,2,10,398.3333,5,15620
26,1,4,12,3412.25,5,56100
52,1,1,14,8971.0761,1,132020
39,2,1,15,4052.5333,1,93000
53,1,1,16,29016.576,1,466276
58,1,2,16,7051.6667,1,249000
48,1,4,15,1416.9167,5,36500
36,1,1,16,34131.2562,1,301080
75,1,2,15,67891,1,37180
53,1,4,13,4327,3,1180
41,1,4,13,15150.25,1,57000
26,1,1,12,4944,5,52000
54,1,4,13,6812.95,5,33400
47,1,4,14,14485.25,1,50994
54,1,1,16,18465.6999,3,74005
56,2,1,12,7702,3,11148
58,1,1,14,5417.1501,1,37960
35,1,4,13,10599.0001,5,23000
88,1,4,11,5040,2,13980
56,1,4,11,439,2,2304
53,1,1,14,13680.8499,3,267050
38,1,4,11,16634.5501,1,47000
20,2,2,13,8858.75,5,41408
22,1,4,15,10892.1,5,30000
56,1,1,13,11499.5001,1,192000
88,1,2,15,8987,2,18952
22,1,4,13,4732,5,21600
58,1,2,12,15201.7501,2,29000
45,1,4,12,5435.1499,5,19000
29,1,4,16,23350.35,5,1e+05
72,1,2,12,7302,1,37738
80,1,2,16,9451,1,164247
71,1,1,12,8020,1,48816
49,1,4,13,11036.5001,3,83000
82,1,2,11,5317.3501,3,52633
63,1,4,15,6176.7501,5,31848
73,1,2,12,6463,1,33216
37,1,4,16,23250.2501,5,110000
54,1,1,16,77774.6279,1,219000
30,1,1,13,9900.9999,1,43500
62,1,4,13,6523.5001,3,27000
47,1,4,13,4283.9999,3,27980
32,1,1,13,11026.7501,1,73000
56,1,2,13,1483.8,3,8152
38,1,4,11,11130,1,0
73,1,4,10,2213,3,21744
33,1,1,13,15089.4999,1,60000
38,1,1,13,10134.85,1,34000
54,1,4,10,7186.4999,4,12123
80,1,2,15,5404,2,24416
88,1,2,15,10057.5,1,26016
51,1,2,14,14251.2501,3,44780
81,1,1,13,13609.2001,2,15132
38,1,2,15,17882.2501,1,153000
64,1,2,11,2961.7501,2,17184
40,1,2,12,54946.0001,1,83120
36,1,4,15,6585.9501,5,9400
75,2,1,12,12320,1,38116
31,1,1,15,11609.5,1,83000
32,1,4,15,23549.628,5,303070
26,1,5,15,1243.2499,5,800
65,1,1,15,12044.6001,5,0
71,1,4,14,9379.5002,1,54148
37,1,4,11,3351,5,5661
66,1,2,16,8923,1,95452
64,1,1,12,19467,1,83569
37,1,1,12,29245,1,110000
59,1,2,12,12669.5001,1,139000
57,2,1,15,8861.5,2,428962
71,2,2,10,3751.5999,1,400
27,1,4,16,15377.25,5,18000
68,1,1,14,11694.1001,3,14938
40,1,1,12,5798.4499,1,2000
52,1,1,12,9714.9999,1,45000
88,1,2,15,2878,2,44000
42,1,4,10,8514.9999,1,7000
66,1,2,16,26599.5062,1,471216
24,1,4,14,4843.2,5,23400
73,1,2,12,8909,1,31608
56,1,2,15,16898.5,5,531962
62,1,1,13,20027.6281,5,40000
57,1,1,16,39671.5062,5,540439
63,1,2,13,9915,1,58000
50,1,4,12,3603,3,2286
55,1,1,12,7043.25,3,0
42,1,1,13,25923.4999,1,414384
47,1,1,15,27981.25,1,188200
71,1,2,16,6452.7501,2,55222
74,1,4,10,3559,2,14556
63,1,2,15,7687,1,3868
47,1,4,11,2750.5,5,230
58,1,2,12,34946.2562,1,260000
68,1,1,16,15253,5,59828
62,1,1,14,15562.4999,1,70168
62,1,4,13,10573,1,24710
66,1,4,15,23924.6281,4,302976
41,1,1,12,35014.1282,1,162000
28,1,4,10,7522,1,38600
74,1,2,11,3418,2,17940
70,1,1,16,43396.1281,1,130408
45,1,1,16,26539.25,1,178000
65,1,2,13,5817,3,43448
37,1,1,15,13167.3,3,1e+05
83,1,2,12,11055,1,37284
71,1,2,12,30086.7501,1,70783
35,1,4,11,9744.25,1,42000
68,1,4,11,2865,3,10116
45,1,5,11,2637.4999,1,11418
69,2,2,14,24221,1,83216
34,1,1,16,25086.0001,1,230600
28,1,1,14,9885.0001,1,63000
45,2,1,13,7048.85,1,2000
60,1,2,15,112569.5,5,130200
61,1,1,12,35245.7501,1,37000
37,1,4,12,2857,5,0
62,1,1,15,21070.1281,1,206000
55,2,2,10,3842,1,2080
47,1,2,16,34050.4999,1,184000
55,1,1,13,23554.9,1,130000
31,1,1,13,12218.2501,4,72500
70,1,1,12,10981,1,39708
88,1,2,12,6044,2,40800
59,1,2,12,7370,1,80000
52,1,4,13,25172.8281,1,171201
64,2,1,16,10695.5,1,50816
75,1,1,15,20502,1,53216
88,1,4,10,10730.5001,1,52996
88,1,1,16,11782.9999,1,24256
83,1,5,11,8680.5001,2,50688
41,1,1,16,22959.7499,1,1e+05
47,1,4,12,5481,3,3456
80,1,2,14,5207,2,21752
60,1,1,16,25501.25,1,48899
27,1,4,15,21235.5001,5,107200
81,1,2,12,14022,1,66084
80,1,2,16,18529,1,24508
34,1,4,13,27508.2501,1,65000
59,1,2,15,12903.5,1,65400
40,1,1,16,55674.2563,1,605651
28,1,4,12,4366.5001,5,22068
75,1,2,13,2970.5,3,8058
82,1,2,12,2222,2,1860
77,1,2,13,9787.05,5,0
46,1,1,13,26222.6999,3,203168
68,1,1,13,19436.4999,1,324184
55,1,2,16,81534.3282,1,193000
52,1,4,12,12250.7501,3,45000
25,1,2,12,9051.7501,5,53000
48,1,1,13,27837.9998,1,110800
46,1,1,13,14638.1,1,107000
53,2,2,10,14077.1283,1,0
52,1,1,16,24139.7501,1,150800
53,1,1,15,21416.7001,1,116400
45,1,4,14,29148.4999,1,11900
74,1,4,10,6290,4,10015
40,1,1,12,21350.4999,1,50000
40,1,4,13,13358.5,5,31608
22,1,4,15,3961.25,5,10000
47,1,1,15,19000,1,0
29,1,4,12,21959.2498,3,82000
28,1,1,16,13695.9997,5,94000
75,1,4,12,8797.4999,4,39848
58,1,2,16,28237.5,1,224000
38,1,1,13,52512.9001,1,84000
35,1,1,15,9085.5,5,105050
37,1,1,14,16268.4501,1,11208
65,1,2,12,13258.25,1,93508
30,1,1,15,25537.6282,5,302976
16,1,2,11,7254.75,5,18000
88,1,2,14,2151,2,16848
24,1,1,15,18153,1,82000
41,1,1,15,40707.2499,1,555740
27,1,4,12,10572.75,1,31600
29,1,1,15,16478.1001,1,0
37,1,4,13,5544.6499,3,0
18,1,6,12,1484,5,0
47,1,4,11,11693.1999,1,700
38,1,1,15,57924.7501,1,110835
32,1,1,15,13599.1499,1,140000
26,1,4,16,2089.65,5,17000
47,1,1,13,7906,3,47550
74,1,1,12,16169.6,1,26160
72,2,2,12,9712.5,1,41616
36,1,1,16,11980.7499,1,73100
51,1,1,12,14538.4998,3,74492
78,2,2,12,17209,2,40144
27,1,4,12,10456.0001,5,26191
26,1,1,13,12446.2502,1,59000
51,1,1,15,15627.1281,3,68000
21,1,4,12,7179.25,1,11428
23,1,4,14,3729.75,5,14000
69,1,1,12,27667,1,112716
37,1,1,15,17707.2501,1,216500
57,1,4,15,12206,1,50612
78,1,2,13,4388,5,9481
59,1,2,12,21718.4001,5,1608
48,1,4,10,8333.25,1,28275
43,2,1,12,16658.7501,1,74800
79,1,1,16,8955,3,26952
65,2,2,12,9283,1,39636
70,1,2,16,4687,2,48508
88,2,2,12,4138.5,1,31536
30,1,1,16,18060.3499,1,0
26,1,4,15,9724,5,61800
60,1,1,13,7469.25,1,10750
52,1,1,16,30681.5498,1,150000
55,1,1,16,34293.75,1,206040
41,1,1,16,15776.5502,1,130225
40,1,1,14,17897.0001,1,102946
48,1,1,12,13586.65,1,0
88,1,2,10,13234,2,61943
35,1,4,12,12569.7001,5,40000
48,1,1,16,20185.2501,3,105050
41,1,1,12,19691.6,1,213000
41,1,4,16,10548.5,1,42010
64,1,2,16,24010.4999,1,82350
25,1,4,13,9857,1,64000
53,1,2,10,13862.7501,1,77000
49,1,1,15,34380.1999,1,2000
33,1,4,11,6284.75,1,15000
40,1,1,13,20992.5,1,155200
88,1,5,12,5348,1,0
25,1,4,15,19122.5001,1,150000
47,1,1,15,21582.7498,1,205000
37,1,4,11,7523.4999,5,31500
31,1,4,15,18730,5,0
80,1,2,12,6827,1,12916
63,2,2,12,8420.4499,1,38264
29,1,1,15,11324.75,5,102450
42,1,1,15,26751.9999,1,150025
75,1,2,16,10773,1,0
62,1,4,12,5181,2,15861
35,1,1,15,18181.4999,1,103250
53,1,2,12,7688,3,24780
34,1,4,16,14942.4998,5,76000
74,1,2,13,4953.5,1,68145
39,1,1,13,13859.2002,1,66000
47,1,4,13,12936.0501,1,0
60,1,4,10,5822.25,5,0
64,1,1,13,6614.8999,1,0
24,1,4,12,6940.75,5,23958
53,1,1,12,6873.7499,3,46000
55,1,1,16,19692.7999,1,184000
53,1,1,13,30770.6282,1,143000
65,1,1,15,12302.9999,1,97213
60,1,4,0,3000.4999,5,2341
77,1,2,12,10430,1,68016
83,1,4,12,1786,2,21744
31,1,4,15,14317.6499,1,82000
28,1,1,15,32999.2502,1,132000
36,1,1,13,11018.1999,5,59000
65,1,2,16,11996.9499,1,67846
66,1,2,15,13372.6999,1,96528
41,1,1,12,20701.75,1,94000
28,1,4,15,10583.0001,5,69200
63,1,2,15,28061,3,161472
39,1,1,15,14189.5,1,104000
67,1,2,12,94636.2335,2,78080
46,1,2,14,13667.0002,3,36000
26,1,4,15,10673.6281,5,30000
42,1,5,12,4761.9999,4,2087
48,1,4,12,6594.25,3,0
51,1,4,12,6774.7501,3,29000
68,1,1,16,10138.2501,1,90932
22,1,4,13,4009,5,0
59,1,2,15,25614.2563,1,81000
44,1,4,14,12781.75,4,94000
36,1,4,15,19900.4999,1,76304
42,1,4,15,8966.25,1,34000
28,1,4,13,5288,5,26732
33,1,1,15,21297.7501,1,129000
72,1,1,14,8593.5,2,3277
60,1,1,15,19830.25,1,66000
39,1,1,15,12927,1,160200
36,1,4,15,36460.25,1,10000
58,1,1,15,10812.5,5,52000
32,1,2,14,6046,1,88000
57,1,2,14,11065.65,1,77000
66,1,2,13,6172.45,1,46000
88,1,4,10,579,5,0
74,1,4,12,8073,1,34520
55,1,4,12,7754.0001,1,95000
31,1,1,13,7316,1,28050
53,1,4,11,25952.7783,3,33000
78,1,2,11,5983,1,21576
79,1,1,13,14855.1501,1,30308
63,1,1,15,62860.5281,1,403176
35,1,1,12,15423.2,5,0
88,1,4,12,12774,1,18608
46,1,4,12,6326.0001,1,15400
57,1,1,10,30562.6282,1,317776
36,1,1,15,31219.5,5,106900
48,1,4,12,3642.8501,3,7000
70,1,1,14,9018.25,3,43680
43,1,4,13,10346.0001,1,47000
56,1,1,16,23556.1282,1,422776
41,1,1,12,13917.2499,1,48020
70,2,2,12,4131.7501,4,36208
71,1,2,12,8157.2499,1,68076
73,1,1,15,8402.65,1,123208
68,1,4,15,45987.8781,1,806157
52,1,2,11,8938.85,1,118000
54,1,1,14,18102,3,43548
63,1,1,13,12703.7499,1,118000
61,1,4,11,7426.55,4,34006
63,1,2,13,6765.1502,1,76008
57,1,2,13,8915.75,1,134000
31,1,4,16,38624.1281,1,276500
51,1,1,12,13397.5001,1,67000
39,1,4,12,11196.0001,1,47000
61,1,2,11,8750,2,3060
47,1,1,15,16626,1,88000
20,1,4,13,5829.2499,1,24000
47,1,2,14,73355.1281,1,302976
35,1,4,13,5858,5,11220
23,1,4,15,19298,5,0
35,1,1,15,52885.5001,1,155000
53,1,4,11,6136,1,0
58,1,4,13,4778.5,5,14364
47,1,2,16,63130.2867,1,605551
72,1,4,12,3982,3,15768
68,1,2,15,53276.75,1,424384
41,1,1,15,15821.9999,1,150000
47,2,1,14,7801.25,5,50000
28,1,2,15,8604.1999,1,0
36,1,4,14,8137.1001,1,25000
65,1,2,11,4648,2,12482
66,2,2,15,7926,5,3808
37,1,4,15,8860.5001,3,35000
82,1,4,11,6144,2,0
65,2,1,11,22075,3,14105
40,1,4,12,15230.0499,5,32000
37,1,2,13,5878.0001,3,15000
25,1,1,12,11007.5001,1,3950
70,1,2,13,5209,3,38088
54,1,2,13,22593.25,1,138200
65,1,2,16,11440.0001,1,85132
32,2,2,12,5867.7501,5,45004
73,1,2,12,7794,1,11820
65,1,2,14,5361,1,31696
45,1,1,15,19649.5001,1,117200
67,1,2,13,48443.2337,1,53897
45,1,1,15,33632.2562,1,140030
66,2,4,15,5828.4999,5,40534
40,1,1,14,16318,1,146800
57,1,1,16,39892.4089,1,392776
27,1,4,13,9595.7501,5,86000
66,1,2,12,4247,3,1608
43,1,5,11,1285,5,0
42,1,4,11,8672.2499,4,14411
47,1,4,13,10244.0001,3,37200
55,1,4,14,5804,5,10788
34,1,4,12,13089.75,5,77020
44,1,1,11,14550.75,1,70000
61,2,2,12,2569,5,750
88,2,1,11,4515.5,2,6672
57,1,4,13,7206.2501,4,25000
49,1,4,11,16466.05,1,86000
54,1,1,12,21595.9998,1,120100
35,1,1,12,19865.6281,1,0
41,1,4,13,11312.7499,1,60000
75,2,2,14,2622,3,20027
34,1,4,12,13574.2501,1,49604
25,1,1,16,15457.1998,1,97000
54,1,2,16,14038.6998,5,123950
32,1,4,10,10308.25,3,26706
53,1,1,16,54221.4562,1,344020
88,1,5,15,3784,2,41408
52,1,4,15,3975,3,18840
70,1,2,15,6633,1,0
69,1,4,13,21701.3499,3,141408
47,1,2,10,22691,1,64000
29,1,1,15,77989.6281,1,152220
43,1,4,11,3467,5,420
88,1,2,12,16202,2,17908
38,1,4,12,13804.25,1,106000
53,1,1,14,25096.4999,1,138000
55,1,1,12,19875,1,105752
81,1,1,12,15124.0001,2,87684
41,1,4,15,8490.9501,3,75000
68,1,4,13,10979.5,3,76008
63,1,2,16,20341.55,1,181000
32,1,1,15,17458.5,1,1e+05
42,2,1,13,18370.6283,1,169360
58,1,1,12,11606.5,5,60000
71,1,1,14,19365.95,2,76608
71,1,2,15,16687,1,37608
73,1,4,12,12118,3,110104
52,1,1,15,11443.8499,3,97000
55,1,4,12,11109.85,1,25440
34,1,1,14,26558.0999,1,144685
23,1,4,12,8343.5,3,60000
49,1,2,16,40625.2562,5,980551
43,1,4,15,20459.5,1,104000
66,1,2,13,14723,3,84034
42,1,1,15,12625.5,3,130000
77,1,4,11,4482,2,17916
46,1,2,10,11620.75,1,30000
75,1,4,11,10611,1,30068
70,1,1,10,9629.15,1,78000
37,1,4,12,12358.4999,1,0
42,1,1,15,21007.9999,1,0
61,1,4,13,5777,3,2035
29,1,4,14,12342.5,5,54000
39,1,1,16,13399.7501,1,185000
30,1,4,13,4753.0001,5,2167
65,1,2,12,6935,1,18608
88,1,4,10,4293,2,17313
40,1,1,15,29882.5,1,143000
25,1,4,16,12456.75,5,36000
45,1,2,13,18843.0001,1,61318
25,1,4,16,17721.95,3,65000
28,1,1,15,11209.0001,5,48200
54,1,1,15,31674.2498,1,195000
68,1,4,12,4889,3,40008
68,1,1,15,23719.0001,1,194810
83,1,2,12,6551,2,93600
54,1,2,13,8170.7501,3,69200
