"Age","Urban","Tenure","Educ","Expenditure","Marital","Income"
33,1,4,13,6737.3333,1,40960
36,1,4,11,5457.9,5,0
63,1,1,16,52431.7521,1,322776
27,2,1,10,6677.6667,1,51000
55,1,1,15,7111.8334,1,81000
55,1,2,13,20009.3333,1,98147
20,1,4,12,3771.6667,5,15000
38,2,4,14,3750.3333,1,12432
59,1,4,15,10208.8001,1,0
58,1,1,13,7535.6999,1,0
63,1,1,11,2738.8333,3,18000
50,1,1,14,7318.6333,1,55000
74,1,2,15,4242.6667,1,4200
27,1,1,13,16133,5,60000
47,1,2,14,7071.1666,3,37600
49,1,4,11,5950.1667,5,26334
62,1,2,12,4413.6667,1,31448
55,1,1,14,7329,1,86000
27,1,4,15,11190.6999,5,84000
55,1,1,14,10773.5,1,253025
57,1,1,13,3196.3999,1,43000
42,1,1,15,14018.5001,1,106354
49,1,1,15,41532.9189,1,900
65,1,2,14,4056.1667,1,74000
72,1,2,12,4828.6667,1,18576
64,1,4,13,2710.3333,5,30108
31,1,1,15,11240.7333,1,0
66,1,4,16,8768.3334,3,91600
52,2,2,12,1627,2,9168
34,1,1,15,18198.8334,1,53000
54,2,1,12,4094.6667,3,1
47,1,1,12,6406.5001,3,33168
62,1,1,15,10721.9999,1,32800
54,1,1,11,8224.7667,5,0
24,1,1,12,6166.6667,1,72000
54,1,1,15,13758.3666,1,160200
51,1,1,16,13092.9333,3,3000
72,2,2,11,3464.3333,2,15744
42,1,1,12,15969.6666,1,0
82,1,2,15,4298.3333,2,52268
66,1,1,13,4768.3333,3,38460
49,1,1,13,9296.0854,1,24000
50,1,2,16,18705.9001,1,126200
43,1,4,14,4758.1,5,35600
63,1,2,12,3660.6667,5,21868
31,1,4,15,5607.8333,5,70000
64,1,1,12,1455,5,2924
31,1,4,16,10805.1666,5,1e+05
40,1,4,12,2334.3334,5,15000
22,1,4,13,7025.5,1,22000
62,1,1,16,14823.1667,5,302776
51,1,1,16,11096.2333,1,0
46,1,1,15,21858.5,1,212500
63,1,2,15,13034.7333,1,98490
65,1,2,14,14828.4666,1,47970
23,1,4,12,2029.2667,5,12000
46,2,1,15,11615.3667,1,110000
43,1,1,15,13723.8334,1,121000
55,1,4,13,2206.0333,3,0
39,1,1,12,4808,1,29760
78,1,2,12,2841,1,35576
58,1,2,12,2170.6667,4,3104
48,1,4,13,7966.6,3,55450
36,1,2,12,3948,5,52000
49,1,4,13,7158.3333,3,4100
70,1,1,12,10174.9,1,148608
61,1,4,12,16390.0333,5,1e+05
66,1,1,13,3934.3333,2,37608
78,1,1,15,16149,5,41920
24,1,4,15,7443.4667,5,75200
59,1,2,15,22971.6668,1,171400
71,1,2,13,8537,2,36336
53,1,4,12,3102.1666,3,33500
45,1,2,12,3170.2334,5,24000
34,1,1,15,5528.6667,5,52200
42,1,4,12,6368.4333,1,11000
28,1,2,13,10204.5667,5,34730
51,2,4,12,4234.0668,1,26000
38,1,4,14,23354.1,1,40001
51,1,1,12,14382.9666,1,65000
26,1,1,11,11665.4999,1,116200
54,1,2,10,8251.9999,1,37700
42,1,2,12,6521.6667,1,35000
60,1,2,15,7261.6667,1,88766
75,2,2,10,1699,2,10668
80,1,2,13,13286.6667,1,91589
33,1,2,11,7867.3333,1,34118
73,1,2,14,6496,1,34944
56,1,4,15,10481.8333,3,30000
65,2,2,15,6643.4333,3,55000
43,1,2,15,7827.9999,1,71200
78,2,2,15,6866.3333,1,53608
58,1,4,12,4685.3333,3,0
75,1,1,15,29934.0999,1,0
64,1,4,14,13857.3335,3,92805
41,1,1,13,7295.3333,1,140000
28,1,1,16,5941,1,1e+05
46,1,1,10,12519.3335,1,113200
38,1,1,12,5203.1667,5,50000
58,1,4,11,2573.4667,5,7000
42,1,4,12,6821.6667,1,27960
36,1,1,15,75099.1667,1,96000
38,1,1,15,18636.3333,3,80000
22,1,2,14,3042.6001,1,34000
69,1,1,13,2050,3,13200
55,2,2,13,8475.3333,1,60000
39,1,1,15,12281.4189,1,2e+05
64,1,2,15,20877.0854,1,192408
45,1,2,11,4978.5,1,18000
40,1,1,13,4464.5667,3,30700
54,1,4,12,1159.1667,5,2000
49,1,2,16,14508.9855,1,153300
70,2,1,13,8937.8333,1,18580
28,1,4,15,8899.1667,5,85000
67,1,1,12,5281.3333,1,38732
46,2,1,16,6642.4666,1,76001
55,1,1,13,10193.0333,3,0
88,1,1,13,3037.3333,2,16940
88,2,4,16,1062,3,11220
67,1,1,13,6033,2,17808
62,1,4,13,7145.8333,1,47596
70,1,2,13,11011.3333,1,23100
68,1,4,10,14812.5,1,67698
62,1,1,15,8483.5855,1,151440
61,1,1,13,18622,3,0
64,1,1,11,3379,1,73792
52,1,1,13,7009.5167,1,203200
31,2,4,12,2251.3334,1,25376
74,1,2,12,8503.6667,1,41392
60,1,1,13,9701.876,1,0
36,1,5,11,0,5,0
71,1,1,14,19647.6667,1,38492
58,1,4,10,1890.6667,3,34000
61,1,4,16,3708.75,1,113100
35,1,1,15,3432.3333,3,77493
38,1,1,15,3447.8333,1,82000
88,1,2,10,3236.2334,3,0
57,1,4,12,3204.0833,1,32103
45,1,2,11,2449.85,3,25000
55,1,1,12,4357.3,1,90500
54,1,4,14,6226.2333,4,161000
46,1,2,15,9302.626,1,337434
61,1,2,13,670.5833,3,14400
32,1,4,15,2703.4167,1,53550
88,1,2,12,1422.3333,2,17108
66,1,2,12,846.3333,3,13620
65,1,5,15,6437.3333,1,37200
73,1,1,12,2432.6667,1,42096
50,1,2,14,3964.5833,1,80000
45,1,1,16,10429.3333,1,235000
27,2,2,13,4594.6667,1,72000
45,1,1,13,3623.1666,3,118000
48,1,1,15,3999.8761,1,0
54,1,4,12,3272.7833,5,34000
33,1,4,14,3307.2333,1,0
75,1,2,16,6511.6667,1,47160
30,1,1,13,2509.3833,3,73200
63,1,4,13,6770.45,1,95640
57,1,4,12,1681,1,3692
42,1,1,14,5606.3334,1,126300
50,1,1,16,8456.9166,1,121033
48,1,4,15,5446.8334,1,112700
59,1,1,13,2754.3333,5,0
56,2,1,15,9577.1667,3,99375
88,1,2,12,2119.3333,2,15648
75,1,2,16,5291,1,42801
53,1,4,13,2925.0666,3,0
54,1,4,12,2462.9167,1,42500
59,1,2,11,4622.6667,1,96000
79,1,2,13,2280,1,32737
80,1,2,12,12202.05,1,67824
82,1,2,12,769.1166,3,27851
38,1,1,11,5543.8,1,127000
72,1,4,16,2840.1667,1,85700
50,1,1,15,4418.8334,1,98000
27,1,4,15,7374.4167,5,210000
49,1,1,16,6692.4594,1,186000
76,1,1,12,2147,1,25200
28,1,1,15,3414.0833,5,50000
62,1,2,13,2562.8,3,22000
77,1,1,12,3619.3334,2,29455
31,1,1,15,6973.7833,1,131500
31,1,4,15,30450.75,5,16800
37,1,2,15,2947.9167,1,103650
47,1,5,12,1330.3333,3,28383
28,1,4,15,3871.3333,1,65000
44,1,1,14,6720.4,3,94000
67,1,1,15,6412.2094,1,94608
46,1,2,15,2995.1,1,55000
35,1,4,11,3612.3,1,34000
88,1,2,12,848.5,2,11376
44,1,2,14,7176.4834,1,87000
73,1,2,16,5432.5,1,145960
74,1,1,12,1288.6833,3,20408
47,1,1,12,7568.3333,1,0
37,1,4,12,2244.75,1,27520
72,1,4,14,2847.5833,1,39084
71,1,1,14,4862.5667,1,148876
71,1,2,13,1372.6667,3,32608
88,1,1,10,1556.3333,2,20808
88,1,2,12,1840,2,16808
63,2,4,12,4454.6667,1,55300
43,1,1,13,2745.9,1,79000
71,1,2,16,11619.5427,1,108285
30,1,5,11,0,5,0
69,1,2,15,4847.0834,5,0
62,1,4,12,430,1,1296
71,1,2,12,1091,5,13958
61,1,1,15,2510.55,5,34000
44,1,1,13,3305.1666,3,63008
40,1,1,14,2955.6666,1,70000
33,1,4,13,3801.8334,1,41600
50,1,2,15,994.6667,3,27400
41,1,2,15,5592.1834,1,62008
37,1,1,16,17863.376,1,446676
43,1,1,16,1934.8334,3,35000
80,1,4,14,683.3333,3,11364
37,1,4,12,2954.25,1,25036
69,1,2,14,2635.55,2,14712
58,1,1,16,7648.7167,1,240643
28,1,4,16,1948.0833,5,34000
34,1,4,15,2745.4333,5,55000
50,1,4,14,1772.35,3,2000
46,1,1,14,4961.2167,1,2600
63,1,1,15,18162.8333,1,108480
38,1,4,13,1848.3167,5,34000
55,1,1,12,4460.5427,1,302976
38,1,1,15,3911.4167,1,90000
33,1,1,13,6161.4167,5,145001
39,1,4,16,4093.4167,1,73000
35,1,4,12,1954.1667,1,24000
57,1,4,16,12382.2094,1,214304
32,1,5,15,2502.5,4,28000
58,1,1,10,3185.5833,4,61040
70,1,1,15,2074,3,24000
40,1,1,14,2866.75,1,50000
38,1,4,10,1837.5333,1,31384
72,1,4,15,2747,4,26138
66,1,2,12,5726.876,3,61271
52,1,1,15,5878.75,1,160000
74,1,4,15,8676.1,2,25608
38,1,2,13,2674.3334,1,72000
60,1,1,16,1731.25,1,30000
52,1,5,13,2881.9167,1,207000
88,1,4,11,2343.6667,2,15800
48,1,4,15,2439.75,1,52200
55,1,2,11,926.3333,3,2807
64,1,2,16,1978.6667,2,0
36,1,1,16,4186.9167,1,85444
88,1,1,13,4372.25,1,138971
25,1,4,15,2675.1666,1,0
79,1,2,13,2679,1,36816
30,1,4,16,3441.5834,1,37000
50,1,2,11,14929.1261,1,302792
37,1,4,13,3267.5,3,0
77,1,2,15,2231.3333,1,22416
63,2,2,13,1934,1,11495
64,1,2,15,2052.5833,5,54000
35,1,4,16,9968.8333,3,70000
65,1,2,13,4702.6667,1,32290
49,1,1,12,8484.9833,1,95930
30,1,4,15,3562.0833,5,90050
48,1,1,15,4001.5833,1,150000
69,2,2,13,3061.1667,1,1608
52,2,1,16,4642.0834,5,67700
54,1,4,11,2744.3333,5,54492
48,2,1,15,4961.25,1,98002
68,1,1,12,1220.6667,1,20016
40,1,1,15,7670.8667,1,1e+05
38,1,4,12,1771.3,5,16000
66,1,2,12,2384,3,21451
80,1,2,15,1835,1,5161
44,1,1,14,41468.3,1,152200
33,1,1,16,4394.4167,1,41000
58,1,1,15,1848.1667,3,52000
58,1,4,13,2100.0833,3,24960
29,1,4,15,4047.0834,1,58000
49,1,1,13,4250.5833,1,166000
55,1,4,14,3004.3334,3,40000
47,1,4,12,2622.5833,5,58845
62,2,4,13,8981.1167,1,22603
30,1,4,14,1761.9167,5,21000
43,1,1,15,8375.3333,1,120000
29,1,4,15,5580.55,5,1e+05
49,1,1,15,8519.626,1,130000
36,1,1,15,8915.25,1,180060
80,1,2,14,2860.3333,1,39816
77,2,2,11,3589.5,1,0
48,1,1,15,6693.0834,1,81010
25,1,1,13,3141.25,5,78000
65,1,1,15,18254.8428,1,349360
43,1,4,12,2998.3333,3,41000
80,1,1,12,3240.6667,1,36620
65,1,1,15,14987.8278,1,36120
30,1,1,14,4300.15,1,77000
57,1,1,13,18441.25,1,0
40,1,1,15,19106.3928,1,187500
40,1,1,16,4238.8334,1,115000
58,1,2,15,2821.8667,1,0
47,1,4,15,4219.8,5,43000
30,1,1,15,8627.35,5,0
53,1,2,12,1302.5833,1,22000
65,1,2,15,3966,1,27768
37,1,1,13,5065.75,1,55200
29,1,4,16,3605.8333,5,1e+05
78,2,2,15,2298.0667,1,0
70,1,2,12,2413.5,1,26276
59,1,2,16,2448.45,3,0
23,1,4,13,3076.05,5,27320
80,1,2,15,1392.2334,2,14544
54,1,1,15,10688.1167,3,217000
54,1,4,12,3320.5,5,95000
47,1,1,11,1759.3833,1,7000
56,1,2,15,4495.8167,1,138500
78,1,2,14,2126.3333,2,13884
70,1,2,13,2755.6667,1,28392
76,1,2,11,1608.3333,1,43824
40,1,4,11,2619.5833,1,20800
62,1,4,12,828,3,12336
32,1,4,15,7584.5833,1,87000
70,1,1,15,5207.6667,1,82823
46,2,2,13,1419.75,5,30000
76,1,1,14,3504,1,63528
26,1,4,16,2998.9167,5,54000
73,1,2,13,2270.6667,1,0
39,1,4,14,1879.6667,5,32000
75,1,2,10,2344,2,4220
46,1,1,15,6145.9167,1,216600
88,2,2,13,2948.3333,2,24174
71,1,2,14,6573.6667,1,138951
81,1,4,15,1873.5834,1,0
56,1,4,11,3819,2,16000
45,1,4,12,4457.3333,1,70000
31,1,1,12,4985,1,120000
49,1,1,16,15455.0167,1,1e+05
62,1,4,14,2382.75,5,900
26,1,4,13,3576,5,8160
30,1,4,15,7044.5,5,60000
45,1,2,15,3005.6833,1,0
36,1,5,10,3095.75,1,31800
30,1,4,15,3670.6667,1,80000
29,1,1,12,2463.5,5,51000
53,1,2,13,5218.376,3,200
79,1,2,15,3639.6667,1,59026
88,1,2,12,2443,2,13668
55,1,2,13,1915.3333,5,0
30,1,4,16,3885.6667,1,71000
57,1,2,12,3502.25,1,71608
30,2,4,13,2282.5,5,44242
67,1,2,12,12418.3333,1,47374
53,1,4,14,5039.8333,3,38016
21,1,2,11,2437.7,5,46500
67,1,2,12,2006.75,5,50000
66,1,2,15,3624.1333,1,3200
46,1,4,12,2193.3333,3,40000
24,1,4,13,4312.75,5,33000
53,1,1,15,8406.2928,1,218033
62,1,1,13,2945,3,2767
61,1,4,15,3603.05,3,0
88,1,4,12,2213,2,42816
65,1,1,14,3805.1667,1,35892
35,1,4,15,5881.4667,1,72207
66,2,2,11,3064.55,1,35004
73,1,1,15,3613.6667,1,36324
41,1,1,12,1765.55,5,0
54,2,4,12,3952.85,1,-3000
77,1,2,12,4438.1667,1,55216
64,1,2,12,1700.3333,1,32171
70,1,2,13,3351.3333,2,32808
53,1,4,16,5873.75,3,86601
45,1,4,12,3879.9833,3,48000
63,1,1,15,8048.876,1,158200
39,1,1,16,8669.1667,1,195000
47,1,1,12,8897.3333,1,67600
47,1,1,15,4779.3594,1,0
50,1,4,15,2162.4167,1,28208
62,1,1,15,3916.75,1,66100
29,1,1,12,4382.4166,1,90000
27,1,4,15,3114.4167,1,0
54,1,1,15,7323.9167,1,96501
44,1,1,14,2949.0666,1,84136
67,1,1,16,6121.6667,1,120000
63,1,4,10,4212.2666,1,24000
33,1,4,11,1729.8167,5,6360
72,1,1,13,6252.9,1,50986
80,1,1,12,5055.3334,2,183478
46,1,2,16,7444.7094,1,302776
27,1,1,12,3786.85,1,87500
81,1,2,16,16854.6667,1,38016
75,1,2,11,2141,1,31536
36,1,2,15,3244.3167,3,71608
64,2,1,15,2901.9667,3,43500
44,1,4,0,4913.426,1,0
29,1,1,15,2960.25,3,62916
76,1,2,16,3844,1,48416
63,1,4,12,1170,5,15708
30,1,1,15,6309.7999,1,80000
35,1,1,14,20460.6166,1,121700
58,1,1,13,8584,3,60000
23,1,4,15,3375.2501,5,73230
44,1,1,10,4838.75,1,0
88,1,4,15,1886.3333,2,12908
69,1,2,15,30466.6667,1,0
54,1,1,15,4988.25,1,85000
47,1,5,11,0,5,0
44,1,2,16,4342.0834,3,40630
24,1,1,15,4319.8167,5,55108
41,1,1,13,5108.5833,1,86000
44,1,1,15,6138.1667,1,146532
27,2,1,10,5581.876,1,0
40,1,2,12,2237.3334,1,55000
31,1,4,12,36706.2602,5,225000
62,1,1,16,4932,1,238500
47,1,1,15,8374.5761,1,348625
21,1,6,12,420.0833,5,2000
63,1,1,16,4149.5,1,29423
60,1,1,15,12138.2094,1,302776
67,2,2,12,4260.0834,5,6268
22,1,4,13,2724.5,5,36000
69,1,2,11,1573.1667,2,44388
47,2,1,14,1794,1,27319
60,1,1,16,9299.876,1,302776
24,1,4,12,3439.3,5,58000
72,1,2,16,2859,2,96840
39,1,1,14,15095.9112,3,100100
38,2,1,15,5889.876,1,70000
78,1,2,12,2451.6667,2,1608
25,1,4,15,1946.8333,5,38400
79,1,2,12,1274,2,0
66,1,2,15,3234.8333,1,83106
58,1,1,12,3807,1,36452
29,1,4,13,3175.75,1,53601
48,1,4,12,2642.5,1,28932
29,1,4,14,4152.5,5,76000
52,1,1,14,3598.5833,1,43000
65,1,2,14,3266.4167,1,79221
36,1,1,14,2626.5833,5,0
46,1,1,14,4141.1666,1,302776
32,1,4,13,2916.1667,3,44000
72,1,1,13,2873,2,25779
63,1,4,13,891.0833,3,7982
52,1,4,11,3344.5,1,59000
34,1,4,11,3586.6667,1,0
21,1,5,13,3982.4833,5,55000
33,1,1,14,4120.3333,1,80200
40,1,4,11,4679.5,1,0
23,1,4,14,3971.6667,1,24000
30,1,2,14,3962.75,1,146
36,1,4,12,1558.1667,5,28000
33,1,1,16,4588.9833,5,87000
39,1,4,14,3781.5834,1,115750
37,1,4,16,11370.25,1,220012
71,1,2,13,3006.4166,1,42940
34,1,4,12,4783,1,103723
56,1,4,12,881,3,14052
44,1,1,15,14299.679,1,457500
81,1,2,15,4527.6667,1,49608
54,1,4,14,1958.0833,5,43600
35,2,1,12,9374,1,95100
27,1,1,13,26052.1666,1,110400
55,1,1,16,7485.25,1,162800
22,1,4,15,2158.9167,5,33000
58,1,2,13,3463.6667,1,39908
23,1,4,13,4347.8333,1,302776
66,1,1,15,2385.3333,5,24100
61,1,1,16,3134.3334,1,55010
54,1,1,16,8327.2094,1,150000
45,1,1,12,7535.3333,1,159800
71,1,4,12,1404.3333,2,24528
23,1,4,13,1803.9167,5,24000
25,1,4,11,4465.6667,1,19640
28,1,1,14,11957,1,148299
49,1,4,13,1406,5,10800
50,1,1,13,2127.9667,3,0
59,1,4,12,1829.25,3,4477
72,1,4,12,1149.3333,3,28056
56,1,5,11,0,5,0
37,1,4,14,3080,5,40000
88,1,2,12,2055.6667,2,21024
62,1,2,15,2987.3333,1,93000
31,1,1,15,4902.9,3,53000
35,1,1,14,4823.4167,1,50000
61,1,2,13,1662.3333,4,1600
63,1,1,12,2258,1,55000
20,2,5,12,2079.25,5,20000
48,1,4,12,2545.25,5,29000
39,1,1,15,6711.2333,1,0
46,1,2,11,8423.2094,1,327776
48,1,1,15,5971.2,1,30000
36,1,2,14,2690.15,3,78904
34,1,1,13,10949.7927,1,302976
62,1,1,13,9872.6834,3,127100
24,1,4,13,2458.1667,5,51788
27,1,4,12,4967.3834,5,73000
78,2,2,11,3871.6667,1,32866
28,1,4,12,2579.1667,5,42000
48,1,1,15,7489.75,3,50000
34,1,4,12,2255.8334,3,13525
80,1,2,12,801.5,3,16824
50,1,1,12,11320.6667,3,354776
23,1,4,12,713.9167,5,21000
34,1,4,13,3799.7667,1,0
33,1,1,12,4087.25,5,90000
56,2,1,12,3356,1,15300
44,1,1,14,12548.5779,1,52010
72,2,2,15,7572.9334,1,27216
64,1,1,13,4091.3,2,35900
70,1,2,14,2680.75,3,36416
75,1,2,11,1894.7,3,18452
55,1,1,12,6166.25,1,47762
53,1,4,12,1616,5,784
30,1,1,15,4205.9167,1,105000
65,1,4,11,3782.6333,3,20460
40,1,4,11,1040.3333,3,0
41,1,4,11,2695.1667,1,23720
73,1,2,15,3226.9834,1,52170
58,1,2,13,2150.3333,1,133035
41,1,1,12,7216.5,1,115430
46,1,1,13,6554.4833,1,116001
67,1,4,13,1421,3,1590
63,1,1,11,1552.3333,1,32000
45,1,1,16,2525.1667,1,72000
32,2,2,15,3618.5,1,77000
88,1,1,11,441.6667,2,1600
62,1,4,13,2043.3167,4,0
45,1,4,10,2326.8333,1,12960
37,1,4,12,1409.5,5,24752
59,1,4,12,901.6667,5,850
53,1,1,16,80957,1,56951
31,1,4,13,2504.5833,5,21608
33,1,4,15,29558.25,1,54000
66,1,1,15,3345.4833,1,91286
70,2,2,12,2424,1,3216
44,1,4,12,2855.2833,1,72000
59,1,1,16,16788.2094,1,477776
48,1,1,12,3537.75,1,145000
39,1,1,14,4652.3333,1,102300
63,1,4,16,3660,3,56000
88,1,4,15,2522.3333,2,1608
70,1,1,13,2247,3,35808
88,1,4,16,1393.6667,3,1608
62,1,4,15,25543.25,1,83000
33,1,2,11,10012,1,16000
56,1,1,16,40553.5,1,148000
58,1,2,12,11779.9999,1,146640
73,1,1,16,20266,3,140635
24,1,4,11,24423.8999,5,185000
88,1,4,12,14585.7,1,18000
28,1,4,11,9458.5001,1,35000
53,1,2,12,9213,5,20000
44,1,2,15,11991.5,5,92000
68,1,4,15,16193.0001,1,109585
24,1,1,13,15352.5,5,65300
36,1,5,11,8071,5,12624
35,1,4,12,10809.5002,5,49416
50,1,4,15,6829.7501,3,3050
30,1,4,13,2870.0001,5,12500
24,1,4,12,8095.0002,1,43000
66,1,2,13,25990,1,26340
71,1,1,11,3792,2,17736
88,2,2,10,8099,1,23376
61,1,1,14,11663.75,1,56507
48,1,1,16,31682.8499,1,50280
38,1,1,16,19772.25,1,81000
64,1,2,15,12659.6501,3,100200
88,1,4,13,8035.9999,5,520
25,1,4,13,13797,5,36000
88,2,2,13,4290,1,16843
33,1,1,16,12549.2499,5,74009
65,1,4,15,7109.25,3,27608
27,1,4,15,7692.2499,5,43000
54,1,4,12,12403.2999,1,1516
69,1,1,16,8764,3,25108
43,1,4,13,6452.0001,5,63000
31,1,4,11,8659.25,5,26000
39,2,2,14,8279.75,1,200
77,1,2,13,6011,3,11208
57,1,1,13,7786.5001,3,75000
68,2,1,15,19438,1,86744
49,1,1,13,14045.0001,1,55000
25,1,4,12,3690.5001,5,500
57,1,4,11,6269,3,18110
28,1,2,13,5051.2499,1,40300
79,2,1,16,15806.2501,1,42972
58,1,4,12,16251.25,1,90000
38,1,4,11,5298.3999,1,9600
80,1,2,15,8607.4999,1,146000
68,1,2,14,5870.1501,3,2800
54,1,1,15,5073,3,18060
75,2,2,15,7577,2,42408
28,1,1,12,15553.8781,1,83940
54,1,1,13,12223.7501,3,93000
35,1,4,13,8040.5,5,68200
29,1,2,12,4265.25,5,9340
42,2,1,12,5509.4999,1,42800
27,1,1,15,20362.5,5,92520
54,1,2,16,23676.4999,1,352976
77,1,2,15,10022,1,45900
50,1,2,15,16889,1,270500
40,1,1,13,15535,4,55000
42,1,5,13,7874.2501,1,65000
66,1,1,14,18190.5001,1,166816
60,1,1,15,14832.7001,1,183000
73,1,2,10,5020.5,2,18252
62,1,4,12,6081,3,18000
20,1,2,12,3940.5,5,4000
62,1,1,12,10667.15,3,24950
34,1,4,11,12044.4999,1,920
81,1,2,12,17773,1,42408
60,1,1,15,10331.1999,1,89200
83,1,2,16,76284.9672,2,166083
19,2,6,13,2080.75,5,6000
20,2,4,13,8957.2501,3,25326
88,1,2,16,8022,1,65616
56,1,4,11,13891.9001,3,103600
52,1,1,16,8608.5001,1,35000
42,1,1,12,14782,1,78000
65,2,1,12,25239.4001,1,8308
66,1,1,11,29035.2499,1,36651
54,1,2,10,14210.1497,1,64000
61,1,1,13,7985,1,15940
65,1,4,15,28422.75,1,188300
76,1,2,13,2529,3,12108
75,1,2,15,20503.25,1,180243
57,1,2,12,3362.0001,5,12500
19,2,6,13,1131.5,5,4000
41,1,1,0,25575.2502,1,139000
67,1,2,13,8446.9999,1,79384
40,1,2,13,18841.3283,1,150000
28,1,1,15,14321.5001,5,123030
52,1,1,12,148775.7562,1,701157
33,1,4,15,5699.75,5,1516
61,1,2,12,5360.6499,3,33000
71,1,2,12,6404,5,49648
46,1,1,16,51101.0001,1,302776
42,1,1,16,51536.2499,1,218200
45,1,4,15,11466,1,0
81,1,1,15,12408,1,40703
72,1,2,15,12018.5,1,47556
59,1,4,11,725,5,2400
61,1,2,13,18064.3781,1,158121
40,1,4,11,16830.4501,1,38000
26,1,1,15,19140.9,1,68000
32,1,2,14,7356.2501,5,22500
25,1,4,12,778,5,9940
39,1,1,16,23605.6281,3,0
82,1,1,12,11223.75,1,150674
40,2,1,15,15071.7501,1,56300
34,1,4,14,8647.7502,5,29006
26,1,4,10,4390.6999,1,12000
61,1,4,12,6641.75,1,51360
70,2,1,12,16447.2501,1,140016
56,1,1,14,7070.2499,5,55000
69,1,1,15,18121.0998,1,151036
68,1,4,14,10213.7501,5,22094
58,1,1,13,22409.0499,1,100283
60,1,1,12,4972.25,1,10000
71,1,1,15,24951.2501,1,107320
42,1,1,13,17085.0001,1,79000
50,1,4,15,9570,1,40000
62,1,2,14,17816.9999,1,140446
33,1,4,14,6690.5499,5,0
26,1,4,15,14615.2502,5,55000
55,1,4,13,4198,5,450
83,1,2,12,11293.2501,2,48540
52,1,1,15,9968.4,3,52000
58,1,1,12,18646.7501,1,109200
64,1,2,15,10987,1,40000
21,1,4,13,7390,5,0
88,2,2,12,5162,1,17496
40,1,2,13,5932,3,2000
42,1,1,15,15527.25,1,72000
61,1,4,12,5992,4,14568
88,1,2,13,6276,2,27908
39,1,1,13,12883.5,5,60000
58,1,1,12,6727.2501,3,37000
35,1,1,14,16828.4,1,69450
45,1,1,14,22381.7501,1,109005
35,1,4,14,8283.5001,1,35000
40,1,5,12,1530.5,5,5700
38,1,4,12,17056.85,3,32000
65,1,4,13,2602,3,12089
57,1,4,16,19136.0001,3,103000
54,1,4,12,5563.2501,5,17000
69,1,2,13,10132.2501,1,72600
40,1,4,13,15640.5,1,52000
46,1,4,13,21250.0001,3,67800
32,1,1,15,13690.25,1,174320
72,1,2,16,15189.2501,3,42808
50,1,1,14,9584.5,5,40000
61,1,1,15,10524,1,24512
55,1,2,12,16620.5782,1,113000
28,1,4,15,11852.6499,5,43000
44,1,4,11,13256.6501,3,24000
59,2,2,10,3624.2,1,28800
46,1,1,16,23607.5001,4,90300
50,1,1,14,11538.4001,3,76360
47,1,4,13,8138.75,3,30001
66,1,2,13,11826.2501,3,25000
65,1,2,13,11897.25,1,67752
63,1,4,11,8493.1001,1,43000
73,1,1,15,16021,3,77408
44,1,4,13,8908.7501,5,53000
42,1,4,12,15130.2001,1,71993
44,1,1,14,14120.2501,1,154000
57,2,4,12,5539.25,2,18000
63,1,1,13,6494.7501,2,34088
27,1,4,15,13043.25,5,90000
20,1,1,13,17276.7001,5,121000
58,1,4,13,12172.2499,3,36413
71,1,2,16,19892.5001,1,124729
56,1,1,12,52731.8999,1,143300
31,1,4,10,5974.4999,3,26000
70,1,2,13,35146.7,2,111420
36,1,1,16,24524,1,160000
39,1,4,15,4130.25,1,10000
44,1,4,12,9378.1499,1,0
24,1,4,11,8686,5,48000
77,1,4,12,6573,3,1683
53,1,4,12,5291.7499,1,4800
72,1,2,14,28462,1,3216
50,1,1,15,7589.85,1,0
27,1,4,15,13991.3498,1,78700
52,1,1,16,36825,1,302776
39,1,1,14,8898.2501,1,89000
88,1,4,16,2380,2,2925
44,1,4,11,5103.7001,5,0
58,2,4,14,4632,3,1534
56,1,2,13,38287.5,1,82900
30,1,1,15,18881.3501,1,98000
33,1,4,16,23525,1,104000
50,1,4,13,9751.6501,4,43000
49,1,4,13,10387.7501,1,45000
62,1,2,15,11319.5,3,92800
76,2,5,10,7107.5,1,56316
46,1,1,15,26984.5,1,140200
22,1,4,13,14471.75,5,3960
74,1,4,15,14705.7499,2,164972
49,1,4,15,10812.6499,1,47400
60,1,4,16,13108.5,3,1e+05
71,1,4,12,6118,4,14616
61,1,1,13,13112.25,1,55064
69,1,4,13,9281.8,1,47212
54,1,2,15,17676.2001,1,55000
70,1,4,11,2947,3,11028
81,1,2,16,69519,1,122968
34,1,1,13,12797,1,88000
26,1,4,16,9718.75,5,30000
64,1,2,14,24359.5001,1,161000
64,1,2,16,38358.6281,1,150000
72,2,1,10,4198.0001,3,31008
43,1,1,15,24729.6281,1,761157
36,1,4,13,18447.5,1,52000
61,1,2,14,8951,3,19808
30,1,2,12,4235,1,22140
65,1,2,15,7572.5,1,65000
69,1,2,16,22273.5,1,102266
29,1,4,12,12335.9999,5,99040
58,1,2,11,4071,1,16008
82,1,2,12,8967.5,1,42944
66,1,2,16,22322.2501,1,208068
70,1,2,14,16699.9999,1,51950
52,1,2,14,12658.0001,1,99700
42,1,1,14,18310,3,71608
45,2,1,15,21339.7498,1,122000
47,1,4,13,5823.0001,3,28500
24,1,4,13,11400.2501,1,65003
